Seqsample,Seqorder,Microtiter_plate_well,Sample,Experiment,Plate_name,Strain,DNA_construct,Replicate,Transfer,Isolate,Transformation_library,verA,verB,Candidate,Count
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T13.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,13,P,verABLib_large,A81,B120,A81-B120,3
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T13.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,13,P,verABLib_large,A81,B151,A81-B151,72
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T13.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,13,P,verABLib_large,A81,B30,A81-B30,50
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T13.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,13,P,verABLib_large,A81,B84,A81-B84,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T13.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,13,P,verABLib_large,A83,B151,A83-B151,10
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T13.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,13,P,verABLib_large,A97,B155,A97-B155,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A143,B6,A143-B6,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A153,B30,A153-B30,3
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A176,B151,A176-B151,3
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A196,B151,A196-B151,7
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A20,B103,A20-B103,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A20,B151,A20-B151,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A20,B70,A20-B70,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A20,B84,A20-B84,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A63,B151,A63-B151,10
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A63,B79,A63-B79,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A78,B171,A78-B171,16
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A78,B2,A78-B2,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A78,B26,A78-B26,5
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A78,B3,A78-B3,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A78,B51,A78-B51,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A81,B120,A81-B120,3
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A81,B143,A81-B143,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A81,B151,A81-B151,7
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A81,B156,A81-B156,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A81,B174,A81-B174,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A81,B177,A81-B177,4
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A81,B30,A81-B30,27
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A81,B51,A81-B51,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A81,B65,A81-B65,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A81,B75,A81-B75,11
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A81,B84,A81-B84,3
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A83,B151,A83-B151,15
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A83,B40,A83-B40,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A90,B171,A90-B171,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T3.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,3,P,verABLib_large,A90,B75,A90-B75,3
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A153,B151,A153-B151,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A153,B30,A153-B30,10
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A176,B151,A176-B151,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A196,B119,A196-B119,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A196,B145,A196-B145,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A196,B151,A196-B151,32
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A196,B34,A196-B34,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A20,B70,A20-B70,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A63,B151,A63-B151,5
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A78,B171,A78-B171,4
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A78,B2,A78-B2,6
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A78,B26,A78-B26,3
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A78,B3,A78-B3,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A78,B42,A78-B42,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A81,B120,A81-B120,5
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A81,B151,A81-B151,6
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A81,B177,A81-B177,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A81,B30,A81-B30,23
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A81,B65,A81-B65,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A81,B75,A81-B75,5
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A81,B84,A81-B84,8
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A83,B151,A83-B151,71
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A83,B40,A83-B40,7
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A90,B171,A90-B171,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T4.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,4,P,verABLib_large,A90,B75,A90-B75,4
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A153,B30,A153-B30,8
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A159,B49,A159-B49,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A196,B119,A196-B119,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A196,B145,A196-B145,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A196,B151,A196-B151,117
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A20,B151,A20-B151,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A20,B70,A20-B70,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A78,B2,A78-B2,5
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A78,B26,A78-B26,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A78,B3,A78-B3,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A81,B120,A81-B120,8
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A81,B151,A81-B151,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A81,B177,A81-B177,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A81,B30,A81-B30,10
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A81,B65,A81-B65,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A81,B75,A81-B75,2
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A81,B84,A81-B84,3
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A83,B120,A83-B120,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A83,B151,A83-B151,13
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A83,B40,A83-B40,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A90,B75,A90-B75,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4.T6.P,SeqCenter_2026-05-26_QUO1022807,E4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.4,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,4,6,P,verABLib_large,A96,B132,A96-B132,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5.T13.P,SeqCenter_2026-05-26_QUO1022807,F4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,5,13,P,verABLib_large,A83,B42,A83-B42,231
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,5,3,P,verABLib_large,A153,B171,A153-B171,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,5,3,P,verABLib_large,A153,B30,A153-B30,18
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,5,3,P,verABLib_large,A153,B77,A153-B77,4
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,5,3,P,verABLib_large,A176,B34,A176-B34,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,5,3,P,verABLib_large,A186,B151,A186-B151,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,5,3,P,verABLib_large,A186,B74,A186-B74,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,5,3,P,verABLib_large,A186,B75,A186-B75,4
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,5,3,P,verABLib_large,A196,B117,A196-B117,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,5,3,P,verABLib_large,A66,B30,A66-B30,1
TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5.T3.P,SeqCenter_2026-05-26_QUO1022807,F4,TFMN4.exp2.ACN3788.concX_largeLib_SpeI.5,TFMN4,exp2,ACN3788,concX_largeLib_SpeI,5,3,P,verABLib_large,A78,B2,A78-B2,3
